egoid,hs_1,hssex_1,hsgrade_1,hsgrade_1,apcourses_1,apexams_1,degreeintent_1,major1rc_1,major2rc_1,hsclub1rc_1,hsclub2rc_1,hsclub3rc_1,hsclub4rc_1,hsclub5rc_1,ndfirst_1,majorevent_1,major1rc_2,major2rc_2,degreeintent_2,majorevent_2,major1rc_3,major2rc_3,degreeintent_3,majorevent_3,major1rc_4,major2rc_4,majorevent_4,major1rc_5,major2rc_5,degreeintent_5,majorevent_5,major1rc_6,major2rc_6,degreeintent_6,majorevent_6,majorevent_7,major1rc_8,major2rc_8,degreeintent_8,majorevent_8
40569,Public school,A mixture of boys and girls,A-,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",506.0,401.0,11300.0,43500.0,45200.0,43100.0,43100.0,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
97021,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,43800.0,45200.0,45100.0,13200.0,62100.0,Yes,,116.0,,Ph.D or Ed.D.,yes,,,,,,,,,,,,,,,,,,,,
26320,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,1-2,1-2,"Bachelor's degree (B.A., B.S., etc.)",406.0,,13200.0,15100.0,13200.0,44200.0,13200.0,Yes,no,406.0,112.0,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,406.0,,"Bachelor's degree (B.A., B.S., etc.)",no,406.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,yes,406.0,,"Bachelor's degree (B.A., B.S., etc.)",yes
77532,Private religious/parochial school,A mixture of boys and girls,A-,A-,3-4,3-4,,,,21200.0,13200.0,43100.0,21100.0,21100.0,Yes,,110.0,131.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,110.0,131.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,110.0,131.0,no,110.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,110.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,yes,110.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no
92515,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,506.0,109.0,49999.0,43500.0,11300.0,45100.0,42200.0,Yes,no,501.0,109.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,501.0,109.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,501.0,109.0,yes,501.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,501.0,,"M.D., D.O., D.D.S., or D.V.M.",no,no,501.0,,Ph.D or Ed.D.,no
97844,Private independent college-prep school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,13200.0,13200.0,45200.0,43400.0,43100.0,Yes,,301.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,301.0,,"Bachelor's degree (B.A., B.S., etc.)",no,301.0,,no,301.0,,"Bachelor's degree (B.A., B.S., etc.)",no,301.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,301.0,,"Bachelor's degree (B.A., B.S., etc.)",no
81647,Public school,A mixture of boys and girls,A or A+,A or A+,Not offered at my high school,Not offered at my high school,,,,11300.0,11300.0,11200.0,43100.0,45100.0,No,,102.0,118.0,Ph.D or Ed.D.,no,,,,,,,,,,,,,,,,,102.0,,J.D. (Law),no
33127,Public school,A mixture of boys and girls,A or A+,A or A+,3-4,5 or more,Ph.D or Ed.D.,309.0,301.0,13200.0,13200.0,44900.0,46100.0,43600.0,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
45958,Private religious/parochial school,A mixture of boys and girls,A-,A-,5 or more,5 or more,J.D. (Law),117.0,110.0,13200.0,13200.0,43400.0,49999.0,43400.0,Yes,yes,117.0,,J.D. (Law),no,,,,,,,,,,,,,,,,,,,,
49790,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,1-2,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",200.0,,25200.0,43800.0,45100.0,11300.0,22100.0,Yes,no,200.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,200.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,200.0,,no,200.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,no,200.0,,"Bachelor's degree (B.A., B.S., etc.)",no
74251,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",400.0,,53300.0,11200.0,11100.0,21100.0,21100.0,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
28326,Private religious/parochial school,Same sex- male,A-,A-,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",305.0,125.0,43400.0,11300.0,21900.0,43800.0,45200.0,Yes,yes,305.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,,,,,,,,,,,,,,,,,,,,
20507,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,302.0,310.0,45100.0,45100.0,12900.0,13200.0,,No,no,309.0,,Ph.D or Ed.D.,no,,,,,,,,,,,,,,,,,,,,
71592,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",506.0,,13200.0,45100.0,,,,No,no,506.0,,"Bachelor's degree (B.A., B.S., etc.)",no,506.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,,,,506.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,
15181,Private religious/parochial school,Same sex- male,A-,A-,5 or more,5 or more,,,,21100.0,21100.0,11300.0,42900.0,43500.0,No,,502.0,506.0,Ph.D or Ed.D.,no,502.0,,Ph.D or Ed.D.,no,502.0,,no,502.0,,Ph.D or Ed.D.,no,502.0,,Ph.D or Ed.D.,no,no,502.0,,"Bachelor's degree (B.A., B.S., etc.)",no
70209,Public magnet school,A mixture of boys and girls,B+,B+,5 or more,5 or more,J.D. (Law),109.0,128.0,23900.0,41100.0,45100.0,,,Yes,yes,130.0,100.0,J.D. (Law),no,,,,,,,,,,,,,,,,,,,,
78657,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",200.0,303.0,13200.0,43400.0,62100.0,43500.0,41200.0,Yes,yes,200.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,200.0,,no,200.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,200.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes
21887,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,J.D. (Law),128.0,116.0,13200.0,13200.0,25200.0,45100.0,22200.0,Yes,no,128.0,,J.D. (Law),no,,,,,128.0,,no,,,,,,,,,,,,,
48154,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",503.0,131.0,11300.0,11300.0,43400.0,42200.0,43600.0,Yes,yes,503.0,510.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,507.0,,Ph.D or Ed.D.,no,507.0,,no,507.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,507.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,507.0,,Ph.D or Ed.D.,no
92953,Private religious/parochial school,Same sex- male,A-,A-,5 or more,5 or more,,,,21100.0,53200.0,13100.0,,,Yes,,403.0,109.0,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,,,,,,,,,,,,
90192,Public magnet school,A mixture of boys and girls,A-,A-,1-2,3-4,Ph.D or Ed.D.,305.0,128.0,43100.0,45200.0,45100.0,13200.0,45100.0,No,no,305.0,128.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,,,,,,,,,,,,,,,,,,,,
51495,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,Not offered at my high school,Not offered at my high school,,,,13200.0,43100.0,53200.0,13200.0,13200.0,Yes,,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,309.0,,yes,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",yes
34344,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,503.0,,45100.0,45200.0,45100.0,49999.0,43900.0,No,no,503.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,,,,,,,,,,,,,,,,
21793,Private independent college-prep school,Same sex- male,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",309.0,,11300.0,42200.0,45100.0,13200.0,45100.0,Yes,yes,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,yes,,,,,,,,,,,,,
37218,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",300.0,,21100.0,21100.0,45100.0,45100.0,43600.0,No,yes,305.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,305.0,,yes,,,,,,,,,,,,,
17932,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",125.0,,13200.0,45200.0,43100.0,,,Yes,no,125.0,,"Bachelor's degree (B.A., B.S., etc.)",no,125.0,107.0,"Bachelor's degree (B.A., B.S., etc.)",no,125.0,,no,125.0,,J.D. (Law),no,125.0,,J.D. (Law),no,no,125.0,,J.D. (Law),no
95026,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,16900.0,13200.0,45100.0,45100.0,43900.0,No,,509.0,,"M.D., D.O., D.D.S., or D.V.M.",yes,,,,,,,,509.0,,"M.D., D.O., D.D.S., or D.V.M.",yes,509.0,,"M.D., D.O., D.D.S., or D.V.M.",yes,,,,,
66800,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,507.0,109.0,11300.0,11300.0,11300.0,43800.0,43400.0,Yes,no,,,,,,,,,,,,503.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,
73693,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",109.0,128.0,43100.0,12200.0,41100.0,13200.0,,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
80429,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,,,,43900.0,13200.0,13200.0,41100.0,43900.0,Yes,,501.0,403.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,403.0,501.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,501.0,no,403.0,501.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,403.0,501.0,"Bachelor's degree (B.A., B.S., etc.)",no,,403.0,501.0,"Master's Degree (M.A., M.S., MBA, etc.)",no
75149,Private religious/parochial school,Same sex- female,A or A+,A or A+,5 or more,5 or more,J.D. (Law),109.0,403.0,43100.0,42100.0,13200.0,13200.0,43500.0,No,no,130.0,,J.D. (Law),no,,,,,130.0,406.0,no,,,,,130.0,406.0,"Bachelor's degree (B.A., B.S., etc.)",no,,406.0,130.0,J.D. (Law),no
61659,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,17100.0,59200.0,45100.0,45100.0,45100.0,No,,506.0,109.0,Ph.D or Ed.D.,yes,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,,,,,,,,
81420,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",400.0,109.0,43100.0,53200.0,45100.0,16100.0,13200.0,Yes,no,400.0,300.0,"Bachelor's degree (B.A., B.S., etc.)",no,401.0,403.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,401.0,403.0,yes,,,,,,,,,,,,,
33740,Private independent college-prep school,Same sex- female,A or A+,A or A+,3-4,3-4,"M.D., D.O., D.D.S., or D.V.M.",507.0,510.0,43100.0,45100.0,,,,Yes,no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,507.0,,yes,,,,,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no
37979,Private independent college-prep school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,45100.0,45200.0,43500.0,45100.0,11300.0,No,,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
87192,Public school,A mixture of boys and girls,A-,A-,5 or more,5 or more,,,,13200.0,13200.0,13200.0,46300.0,43100.0,No,,305.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,,,,,,,,
67709,Public magnet school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",200.0,136.0,44900.0,45100.0,42200.0,13200.0,13200.0,No,no,200.0,136.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,200.0,111.0,"Bachelor's degree (B.A., B.S., etc.)",no,111.0,108.0,no,111.0,,"Bachelor's degree (B.A., B.S., etc.)",no,111.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,111.0,,"Bachelor's degree (B.A., B.S., etc.)",no
36552,Public school,A mixture of boys and girls,A or A+,A or A+,3-4,3-4,Ph.D or Ed.D.,301.0,504.0,45100.0,45100.0,63100.0,11200.0,41100.0,Yes,no,303.0,309.0,"Bachelor's degree (B.A., B.S., etc.)",no,303.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,no,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,yes,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no
14301,Private religious/parochial school,Same sex- female,A or A+,A or A+,3-4,3-4,,,,13200.0,45100.0,41200.0,45100.0,45100.0,Yes,,503.0,,"M.D., D.O., D.D.S., or D.V.M.",no,503.0,,"M.D., D.O., D.D.S., or D.V.M.",no,503.0,,no,503.0,,"M.D., D.O., D.D.S., or D.V.M.",no,503.0,,"M.D., D.O., D.D.S., or D.V.M.",no,no,503.0,,"M.D., D.O., D.D.S., or D.V.M.",no
36384,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,,,,13200.0,13200.0,44200.0,45100.0,49999.0,Yes,,511.0,,"M.D., D.O., D.D.S., or D.V.M.",yes,,,,,,,,,,,,,,,,,,,,
63138,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",502.0,129.0,43100.0,13200.0,13200.0,41100.0,43100.0,Yes,no,502.0,,"M.D., D.O., D.D.S., or D.V.M.",no,502.0,,"M.D., D.O., D.D.S., or D.V.M.",no,502.0,510.0,no,502.0,,"M.D., D.O., D.D.S., or D.V.M.",no,502.0,,"M.D., D.O., D.D.S., or D.V.M.",no,no,502.0,,"M.D., D.O., D.D.S., or D.V.M.",no
51298,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,45100.0,45100.0,12200.0,45200.0,,No,,304.0,,J.D. (Law),yes,304.0,,J.D. (Law),no,304.0,,no,304.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,304.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,no,304.0,,"Bachelor's degree (B.A., B.S., etc.)",no
74632,Public magnet school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,43500.0,41100.0,45100.0,45100.0,42200.0,No,,502.0,,Ph.D or Ed.D.,no,502.0,,Ph.D or Ed.D.,no,502.0,,no,502.0,,"M.D., D.O., D.D.S., or D.V.M.",yes,502.0,,"M.D., D.O., D.D.S., or D.V.M.",no,no,502.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes
16654,Public school,A mixture of boys and girls,A-,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",128.0,109.0,43100.0,11300.0,42200.0,44100.0,45100.0,Yes,yes,109.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,117.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,117.0,128.0,no,117.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,
54394,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,300.0,508.0,13200.0,13200.0,16900.0,13200.0,,No,yes,302.0,510.0,"M.D., D.O., D.D.S., or D.V.M.",no,302.0,510.0,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,,,,,,,,,,,,
84768,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",507.0,,13200.0,13200.0,45100.0,63900.0,44300.0,Yes,no,,,,,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,507.0,,no,507.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,,,,,,,
29134,Private religious/parochial school,A mixture of boys and girls,A-,A-,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",,,43100.0,21300.0,21300.0,41100.0,,Yes,no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,,,no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,yes,,,,
24029,Public school,A mixture of boys and girls,A or A+,A or A+,1-2,1-2,Ph.D or Ed.D.,508.0,506.0,45100.0,43100.0,46100.0,45100.0,,No,no,506.0,515.0,Ph.D or Ed.D.,no,506.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,506.0,,no,506.0,,Ph.D or Ed.D.,no,506.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,,,,
35361,Public school,A mixture of boys and girls,A or A+,A or A+,3-4,3-4,"Bachelor's degree (B.A., B.S., etc.)",309.0,,45100.0,13200.0,13200.0,21100.0,,No,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,no,,,,,,,,,,,,,
87056,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,21300.0,43100.0,42200.0,21100.0,21300.0,No,,103.0,506.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
49086,Private independent college-prep school,A mixture of boys and girls,A or A+,A or A+,3-4,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",,,11300.0,11300.0,43400.0,25200.0,17300.0,Yes,no,,,"Master's Degree (M.A., M.S., MBA, etc.)",no,406.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,406.0,,yes,406.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,406.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,no,406.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no
67917,Private religious/parochial school,A mixture of boys and girls,A-,A-,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",,,21100.0,11300.0,11300.0,,,Yes,no,,,,,,,,,,,,,,,,,,,,,,,,
85503,Private religious/parochial school,Same sex- male,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",301.0,,45100.0,11300.0,43100.0,41200.0,45100.0,Yes,yes,301.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,301.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,301.0,,no,301.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,301.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,301.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no
60008,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",309.0,,13200.0,13200.0,,,,Yes,yes,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,,,,,,,,,,,,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,
66542,Public school,A mixture of boys and girls,A-,A-,5 or more,5 or more,,,,13200.0,13200.0,13200.0,45100.0,43100.0,Yes,,302.0,510.0,Ph.D or Ed.D.,no,,,,,,,,,,,,,,,,,,,,
55881,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",503.0,109.0,13200.0,13200.0,53200.0,44900.0,,Yes,no,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,,,,,,,,,,,,,,,,,,,,
86265,Public school,A mixture of boys and girls,A or A+,A or A+,Not offered at my high school,Not offered at my high school,,,,13200.0,49999.0,39200.0,,,Yes,,309.0,506.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
10732,Private independent college-prep school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,45100.0,53200.0,17100.0,,,Yes,,403.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,403.0,131.0,"Bachelor's degree (B.A., B.S., etc.)",no,404.0,405.0,no,,,,,,,,,,,,,
22119,Private independent college-prep school,A mixture of boys and girls,A or A+,A or A+,Not offered at my high school,1-2,,,,11300.0,46300.0,12200.0,45100.0,46200.0,Yes,,300.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,,,,,,,,308.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,
50797,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,3-4,3-4,,,,44900.0,45100.0,11300.0,11300.0,45100.0,Yes,,305.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,,,,,,,,,,,,,,,,,,,,
39564,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,25100.0,41900.0,13200.0,13200.0,13200.0,Yes,,403.0,401.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,401.0,403.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,no,,,,,,,,,,,,,
39285,Public school,A mixture of boys and girls,A-,A-,5 or more,5 or more,,,,11300.0,11300.0,45200.0,46300.0,,Yes,,305.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,,,,,,,,,,,,,,,,,,,,
22460,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",301.0,,13200.0,13200.0,13200.0,43100.0,49999.0,No,yes,109.0,506.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,,,,,
25172,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,43100.0,11200.0,11300.0,43500.0,46300.0,No,,108.0,406.0,"Bachelor's degree (B.A., B.S., etc.)",no,406.0,108.0,"Bachelor's degree (B.A., B.S., etc.)",no,406.0,108.0,no,108.0,406.0,"Bachelor's degree (B.A., B.S., etc.)",no,406.0,108.0,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,
77134,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,3-4,3-4,Ph.D or Ed.D.,507.0,,29200.0,45100.0,53200.0,21100.0,,Yes,no,130.0,,Ph.D or Ed.D.,no,,,,,,,,130.0,,J.D. (Law),yes,130.0,,J.D. (Law),yes,,,,,
22143,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,Ph.D or Ed.D.,117.0,404.0,21200.0,21200.0,21100.0,13200.0,45100.0,No,no,117.0,119.0,Ph.D or Ed.D.,yes,117.0,119.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,,,,,,,,,,,,
93766,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",305.0,501.0,11300.0,45100.0,,,,Yes,no,305.0,,"Bachelor's degree (B.A., B.S., etc.)",no,,,,,,,,,,,,,,,,,,,,
45097,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",503.0,135.0,41200.0,21200.0,46900.0,45100.0,43900.0,Yes,yes,307.0,100.0,Ph.D or Ed.D.,no,,,,,,,,,,,,,,,,,,,,
26289,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",304.0,305.0,11300.0,11200.0,21100.0,43100.0,45100.0,Yes,yes,,,,,,,,,,,,,,,,,,,,,,,,
95490,Private religious/parochial school,Same sex- female,A-,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",309.0,,43100.0,13200.0,45100.0,43500.0,13200.0,Yes,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,309.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,309.0,,no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,309.0,,"Bachelor's degree (B.A., B.S., etc.)",no,no,,,,
66979,Private religious/parochial school,A mixture of boys and girls,A or A+,A or A+,1-2,1-2,"Bachelor's degree (B.A., B.S., etc.)",506.0,309.0,13200.0,17100.0,13200.0,13200.0,21200.0,No,no,501.0,110.0,Ph.D or Ed.D.,no,,,,,,,,,,,,,,,,,,,,
23253,Public school,A mixture of boys and girls,A or A+,A or A+,3-4,1-2,,,,21100.0,45100.0,45100.0,45100.0,45100.0,No,,503.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,503.0,,"Bachelor's degree (B.A., B.S., etc.)",no,507.0,,no,507.0,135.0,"Master's Degree (M.A., M.S., MBA, etc.)",yes,507.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,yes,507.0,135.0,"Bachelor's degree (B.A., B.S., etc.)",no
12900,Public school,A mixture of boys and girls,A or A+,A or A+,3-4,3-4,,,,11300.0,11300.0,11300.0,43100.0,53200.0,Yes,,134.0,140.0,J.D. (Law),no,,,,,,,,,,,,,,,,,,,,
90079,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",309.0,,21100.0,41100.0,11300.0,21100.0,21100.0,Yes,yes,309.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,304.0,,"Bachelor's degree (B.A., B.S., etc.)",yes,304.0,,no,304.0,,"Master's Degree (M.A., M.S., MBA, etc.)",yes,304.0,,"Master's Degree (M.A., M.S., MBA, etc.)",no,,,,,
47584,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,5 or more,,,,13200.0,45100.0,43500.0,44900.0,44100.0,Yes,,511.0,125.0,"M.D., D.O., D.D.S., or D.V.M.",yes,511.0,,"M.D., D.O., D.D.S., or D.V.M.",yes,511.0,,no,511.0,,"M.D., D.O., D.D.S., or D.V.M.",no,510.0,125.0,"M.D., D.O., D.D.S., or D.V.M.",no,no,510.0,125.0,"M.D., D.O., D.D.S., or D.V.M.",no
97990,Public school,A mixture of boys and girls,A or A+,A or A+,Not offered at my high school,Not offered at my high school,"M.D., D.O., D.D.S., or D.V.M.",,,11200.0,43600.0,15200.0,,,No,no,506.0,501.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,401.0,506.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,401.0,506.0,no,402.0,506.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,402.0,506.0,"Master's Degree (M.A., M.S., MBA, etc.)",no,no,,,,
39248,Public school,A mixture of boys and girls,A or A+,A or A+,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",111.0,,13200.0,43100.0,,,,No,yes,,,,,,,,,,,,,,,,,,,,,,,,
