egoid,grade,course,AcademicPeriod
79167,4.0,20397,201720
79167,3.3,10083,201510
79167,4.0,10125,201810
79167,4.0,10128,201810
79167,4.0,20441,201510
79167,4.0,10148,201510
79167,4.0,11738,201610
79167,3.7,11900,201510
79167,4.0,12659,201710
79167,4.0,12664,201710
79167,3.0,10584,201510
79167,3.3,14787,201610
79167,4.0,14892,201610
79167,4.0,15506,201710
79167,4.0,16300,201810
79167,3.3,16607,201810
79167,4.0,17692,201710
79167,4.0,19649,201610
79167,4.0,20334,201620
79167,3.7,20367,201610
79167,3.0,14344,201510
79352,4.0,24354,201620
79352,4.0,23319,201820
79352,3.7,23264,201620
79352,3.3,23260,201620
79352,4.0,21004,201710
79352,4.0,22461,201620
79352,3.3,22127,201520
79352,3.7,21975,201520
79352,4.0,24482,201620
79352,2.7,23065,201520
79352,4.0,24534,201720
79352,4.0,30321,201520
79352,4.0,27279,201520
79352,3.7,27442,201820
79352,3.7,27679,201520
79352,3.3,30016,201720
79352,4.0,30017,201720
79352,3.7,30183,201820
79352,3.7,30209,201820
79352,4.0,30276,201720
79352,3.3,20861,201820
79352,4.0,30953,201720
79352,4.0,24801,201620
79352,4.0,20487,201510
79352,4.0,20572,201620
79352,4.0,19843,201510
79352,3.7,19937,201610
79352,4.0,3043,201900
79352,4.0,3806,201900
79352,4.0,3807,201900
79352,4.0,10758,201810
79352,4.0,10897,201610
79352,4.0,11087,201610
79352,3.7,11490,201510
79352,3.7,11865,201510
79352,3.3,13147,201710
79352,2.0,13471,201610
79352,4.0,13474,201610
79352,4.0,3037,201900
79352,4.0,13834,201710
79352,3.0,14225,201510
79352,4.0,14638,201710
79352,4.0,15060,201710
79352,3.3,15202,201610
79352,4.0,15828,201810
79352,4.0,16066,201510
79352,3.7,16967,201610
79352,3.7,19335,201810
79352,4.0,19435,201810
79352,4.0,13819,201810
79607,4.0,23840,201520
79607,3.0,23259,201620
79607,3.3,22158,201520
79607,4.0,21735,201520
79607,4.0,20444,201510
79607,4.0,20571,201520
79607,4.0,20559,201720
79607,4.0,20451,201620
79607,3.7,24479,201620
79607,4.0,21318,201820
79607,4.0,24984,201820
79607,4.0,26792,201720
79607,4.0,25324,201620
79607,4.0,26447,201520
79607,4.0,26747,201720
79607,4.0,26791,201720
79607,4.0,27082,201620
79607,4.0,27328,201520
79607,4.0,30126,201820
79607,3.7,30151,201720
79607,4.0,30874,201820
79607,4.0,30308,201520
79607,3.7,20003,201710
79607,4.0,25221,201620
79607,3.7,19945,201710
79607,4.0,3259,201700
79607,4.0,19420,201810
79607,4.0,19626,201510
79607,4.0,3231,201600
79607,4.0,3260,201700
79607,4.0,10662,201610
79607,4.0,11112,201810
79607,4.0,11113,201810
79607,4.0,11170,201710
79607,4.0,11237,201610
79607,4.0,11724,201810
79607,4.0,12104,201510
79607,4.0,13327,201510
79607,4.0,11169,201710
79607,3.7,13970,201610
79607,3.7,13468,201610
79607,3.7,18029,201510
79607,4.0,17267,201710
79607,4.0,17266,201710
79607,4.0,16362,201610
79607,4.0,18154,201510
79607,3.7,15871,201510
79607,3.3,15777,201510
79607,3.7,14630,201710
79607,3.7,16109,201810
79897,3.7,23460,201620
79897,3.7,20497,201520
79897,4.0,20572,201620
79897,4.0,20938,201720
79897,4.0,21736,201520
79897,4.0,21898,201820
79897,4.0,22114,201820
79897,3.7,22461,201620
79897,3.0,23067,201520
79897,4.0,23264,201620
79897,3.7,23611,201820
79897,4.0,20480,201510
79897,4.0,23818,201620
79897,4.0,23967,201720
79897,4.0,24291,201620
79897,4.0,27139,201820
79897,3.0,29752,201720
79897,4.0,29774,201620
79897,4.0,29901,201720
79897,3.7,30217,201620
79897,4.0,30358,201520
79897,4.0,31551,201820
79897,4.0,23673,201520
79897,4.0,20258,201710
79897,3.7,14806,201610
79897,3.7,20133,201520
79897,3.7,10081,201610
79897,3.7,10897,201610
79897,4.0,10928,201510
79897,4.0,11087,201610
79897,3.7,12204,201510
79897,4.0,12802,201510
79897,3.3,13327,201510
79897,4.0,13405,201810
79897,4.0,13474,201610
79897,4.0,13549,201810
79897,4.0,13821,201810
79897,4.0,10784,201710
79897,3.3,13915,201510
79897,4.0,14099,201710
79897,4.0,14409,201610
79897,4.0,20191,201710
79897,3.7,15926,201810
79897,4.0,16565,201810
79897,4.0,17608,201610
79897,4.0,19029,201810
79897,2.7,20014,201710
79897,4.0,20020,201710
79897,4.0,13831,201810
80177,3.7,21363,201720
80177,4.0,21250,201710
80177,4.0,21140,201620
80177,4.0,20476,201510
80177,3.7,21021,201710
80177,4.0,20649,201620
80177,4.0,21765,201520
80177,3.7,21135,201520
80177,4.0,22338,201720
80177,3.7,25673,201520
80177,3.7,22484,201720
80177,4.0,23674,201520
80177,4.0,24809,201620
80177,3.7,25003,201820
80177,4.0,25806,201520
80177,4.0,29672,201720
80177,4.0,29676,201720
80177,4.0,30304,201520
80177,4.0,20302,201620
80177,4.0,22463,201820
80177,4.0,20216,201620
80177,3.0,19623,201510
80177,4.0,20064,201810
80177,4.0,20188,201620
80177,3.7,10206,201610
80177,3.7,10788,201610
80177,3.7,11011,201810
80177,3.3,11157,201610
80177,4.0,11490,201510
80177,3.7,11675,201810
80177,4.0,11892,201610
80177,4.0,11952,201610
80177,4.0,12143,201710
80177,3.3,10004,201610
80177,4.0,12432,201810
80177,3.3,12442,201610
80177,4.0,13831,201710
80177,4.0,14526,201510
80177,4.0,16124,201710
80177,4.0,17324,201810
80177,4.0,18035,201510
80177,3.0,18950,201810
80177,3.7,12369,201510
81807,3.7,24163,201520
81807,3.3,24054,201620
81807,2.7,23259,201620
81807,4.0,20595,201720
81807,2.0,20861,201820
81807,4.0,20668,201510
81807,3.3,24914,201820
81807,2.7,21318,201820
81807,3.3,25206,201620
81807,4.0,26443,201520
81807,3.7,25737,201620
81807,3.3,26011,201820
81807,3.0,26747,201720
81807,2.3,26791,201720
81807,4.0,26792,201720
81807,3.7,29030,201520
81807,4.0,30277,201520
81807,3.7,20571,201520
81807,3.0,25659,201520
81807,3.3,20559,201720
81807,4.0,20451,201620
81807,4.0,20409,201510
81807,4.0,10697,201510
81807,3.3,11024,201510
81807,3.3,11112,201810
81807,3.3,11113,201810
81807,3.0,11327,201610
81807,4.0,11726,201510
81807,3.7,12773,201710
81807,3.0,13468,201610
81807,3.7,13970,201610
81807,3.7,10558,201510
81807,4.0,14401,201710
81807,3.7,14406,201710
81807,3.7,14819,201810
81807,3.7,16109,201810
81807,3.3,16178,201710
81807,4.0,16361,201610
81807,4.0,18598,201710
81807,3.3,19918,201610
81807,3.3,14055,201810
82248,4.0,27436,201620
82248,3.3,25807,201520
82248,2.7,25669,201520
82248,3.7,21227,201520
82248,3.7,24702,201720
82248,4.0,22935,201720
82248,4.0,29200,201620
82248,4.0,24706,201720
82248,4.0,29408,201520
82248,4.0,30382,201620
82248,3.7,30272,201620
82248,4.0,30316,201520
82248,4.0,30833,201820
82248,4.0,31031,201820
82248,4.0,31077,201820
82248,3.7,31221,201720
82248,4.0,31343,201820
82248,4.0,20522,201710
82248,3.7,30137,201520
82248,4.0,20423,201510
82248,4.0,22199,201720
82248,3.7,20096,201620
82248,3.3,20179,201710
82248,3.3,10026,201510
82248,3.7,11245,201510
82248,4.0,11411,201510
82248,3.0,12175,201610
82248,3.7,14228,201510
82248,3.7,14886,201610
82248,4.0,15221,201610
82248,3.3,15616,201810
82248,3.7,14060,201710
82248,3.3,19335,201810
82248,3.0,19464,201510
82248,3.0,19757,201710
82248,4.0,19893,201810
82248,4.0,19894,201810
82248,3.7,19900,201810
82248,4.0,19987,201610
82248,4.0,17962,201710
82248,4.0,20011,201610
82986,3.7,22048,201720
82986,3.7,21734,201720
82986,3.0,21670,201720
82986,2.0,21343,201520
82986,3.7,21265,201720
82986,3.7,20652,201610
82986,2.7,20861,201820
82986,3.7,20571,201520
82986,4.0,20473,201510
82986,4.0,22273,201720
82986,3.0,21166,201720
82986,3.0,22326,201520
82986,4.0,26998,201620
82986,2.3,23259,201620
82986,4.0,23319,201820
82986,3.3,23677,201520
82986,4.0,23929,201620
82986,4.0,30578,201620
82986,3.3,23930,201620
82986,3.3,26088,201820
82986,3.0,26448,201520
82986,3.7,27442,201820
82986,3.7,29959,201820
82986,4.0,30330,201520
82986,3.7,20209,201710
82986,4.0,22943,201620
82986,3.0,20186,201720
82986,4.0,10542,201710
82986,4.0,20166,201820
82986,4.0,20180,201720
82986,4.0,3037,201900
82986,4.0,3043,201900
82986,4.0,3807,201900
82986,3.3,10025,201710
82986,2.3,10496,201610
82986,4.0,10527,201810
82986,3.7,10558,201510
82986,3.0,11018,201710
82986,3.3,11187,201710
82986,2.3,11237,201610
82986,4.0,11536,201510
82986,4.0,3806,201900
82986,3.7,12002,201710
82986,3.3,11559,201810
82986,4.0,19946,201810
82986,4.0,19435,201810
82986,4.0,14062,201810
82986,3.7,13613,201710
82986,2.7,14225,201510
82986,4.0,12711,201810
82986,3.3,12421,201510
82986,3.7,12327,201710
82986,2.3,12145,201610
82986,4.0,12055,201810
82986,1.7,13468,201610
83005,4.0,21227,201520
83005,4.0,24300,201620
83005,3.7,21667,201620
83005,4.0,22189,201720
83005,4.0,22194,201720
83005,3.7,23310,201620
83005,4.0,23557,201520
83005,4.0,24141,201520
83005,3.7,24385,201620
83005,4.0,29694,201620
83005,4.0,25670,201520
83005,4.0,26674,201720
83005,4.0,27066,201820
83005,3.7,29358,201520
83005,4.0,30086,201820
83005,4.0,30290,201520
83005,4.0,31146,201720
83005,4.0,20942,201710
83005,4.0,24706,201720
83005,3.7,20724,201710
83005,3.3,30977,201820
83005,3.7,20443,201620
83005,4.0,20465,201510
83005,4.0,2777,201700
83005,3.7,10079,201610
83005,3.7,11024,201510
83005,3.7,11374,201510
83005,3.0,11432,201610
83005,4.0,11866,201610
83005,4.0,14051,201510
83005,4.0,14511,201510
83005,3.7,11489,201510
83005,4.0,16834,201710
83005,4.0,15690,201810
83005,3.3,19790,201710
83005,3.3,19789,201710
83005,4.0,19421,201810
83005,4.0,19994,201610
83005,4.0,18847,201810
83005,4.0,17243,201710
83005,4.0,17041,201810
83005,4.0,19364,201810
83536,3.7,21740,201520
83536,3.3,20357,201620
83536,4.0,20400,201510
83536,4.0,20776,201820
83536,2.3,20859,201520
83536,3.7,21204,201620
83536,3.0,21323,201620
83536,3.7,21433,201820
83536,3.7,21765,201520
83536,3.0,31198,201720
83536,4.0,23676,201520
83536,4.0,24301,201720
83536,3.7,26447,201520
83536,4.0,26557,201720
83536,3.3,29096,201620
83536,4.0,30285,201520
83536,3.7,30314,201820
83536,3.7,30869,201820
83536,3.3,31197,201720
83536,4.0,22533,201720
83536,3.7,20197,201710
83536,3.3,20308,201820
83536,4.0,18036,201610
83536,3.3,20014,201620
83536,4.0,10150,201810
83536,3.7,10349,201710
83536,3.3,10497,201610
83536,4.0,10886,201810
83536,3.0,11185,201710
83536,3.0,11267,201610
83536,3.3,11381,201710
83536,3.0,12144,201610
83536,4.0,11184,201710
83536,4.0,14263,201810
83536,4.0,15524,201810
83536,4.0,15870,201510
83536,4.0,16414,201810
83536,4.0,16909,201610
83536,3.3,17155,201510
83536,3.7,17696,201610
83536,3.7,17706,201510
83536,4.0,13327,201510
83536,4.0,18030,201510
83566,4.0,22113,201720
83566,3.3,21758,201520
83566,4.0,21616,201620
83566,4.0,21599,201620
83566,4.0,20483,201510
83566,3.7,20937,201620
83566,4.0,20573,201810
83566,4.0,20445,201520
83566,4.0,25670,201520
83566,4.0,21204,201710
83566,3.7,26045,201520
83566,3.0,31484,201720
83566,4.0,28535,201720
83566,4.0,29814,201820
83566,3.7,30036,201820
83566,3.7,30041,201820
83566,4.0,30320,201520
83566,4.0,30362,201620
83566,3.3,31475,201720
83566,4.0,31483,201720
83566,4.0,31523,201820
83566,2.3,20133,201520
83566,3.3,27506,201620
83566,4.0,19927,201810
83566,3.0,14051,201510
83566,3.0,19464,201510
83566,4.0,2656,201900
83566,4.0,2657,201900
83566,3.7,2658,201900
83566,4.0,2661,201900
83566,4.0,2670,201900
83566,4.0,2679,201900
83566,4.0,3455,201900
83566,3.7,10076,201510
83566,4.0,10158,201610
83566,3.3,11148,201610
83566,4.0,2653,201900
83566,4.0,11859,201610
83566,4.0,12917,201710
83566,4.0,13549,201510
83566,3.0,19736,201710
83566,4.0,14091,201810
83566,3.3,14890,201610
83566,3.7,15948,201710
83566,4.0,16332,201710
83566,3.7,17081,201610
83566,3.7,19396,201810
83566,3.7,11374,201510
83612,4.0,23065,201520
83612,4.0,22851,201820
83612,4.0,22278,201720
83612,3.7,20938,201720
83612,3.7,21897,201520
83612,4.0,21334,201620
83612,4.0,21245,201620
83612,4.0,23122,201720
83612,4.0,21903,201520
83612,4.0,23260,201620
83612,4.0,24134,201820
83612,4.0,23531,201720
83612,4.0,23673,201520
83612,4.0,23711,201820
83612,3.7,24133,201820
83612,4.0,27139,201820
83612,3.7,29752,201720
83612,4.0,29756,201720
83612,3.7,29835,201620
83612,4.0,30255,201520
83612,4.0,20906,201620
83612,4.0,23265,201620
83612,4.0,20463,201510
83612,4.0,20187,201520
83612,3.7,12753,201710
83612,4.0,20163,201620
83612,4.0,10326,201810
83612,4.0,10676,201510
83612,4.0,11431,201610
83612,3.3,11578,201610
83612,4.0,11579,201610
83612,4.0,12087,201510
83612,3.7,12773,201710
83612,4.0,13097,201810
83612,3.7,13471,201610
83612,4.0,13472,201610
83612,4.0,13275,201810
83612,3.3,14510,201510
83612,4.0,15234,201810
83612,3.3,15391,201710
83612,4.0,15672,201710
83612,4.0,15797,201810
83612,4.0,15870,201510
83612,4.0,16360,201810
83612,3.7,17983,201610
83612,4.0,18598,201710
83612,3.7,19706,201510
83612,3.3,14225,201510
84011,4.0,22794,201520
84011,4.0,23262,201620
84011,4.0,23260,201620
84011,4.0,23066,201520
84011,4.0,22793,201620
84011,4.0,21334,201620
84011,4.0,21898,201520
84011,4.0,21897,201520
84011,4.0,21488,201720
84011,4.0,23415,201820
84011,4.0,22056,201720
84011,4.0,23482,201820
84011,4.0,31248,201820
84011,4.0,25105,201820
84011,4.0,25198,201520
84011,4.0,25316,201620
84011,4.0,25662,201720
84011,4.0,26327,201620
84011,4.0,26564,201620
84011,4.0,29738,201720
84011,4.0,29752,201720
84011,4.0,29757,201720
84011,4.0,30318,201520
84011,4.0,24540,201520
84011,4.0,20881,201820
84011,4.0,10676,201510
84011,4.0,20015,201710
84011,4.0,20411,201510
84011,4.0,10740,201810
84011,4.0,10782,201810
84011,4.0,11083,201710
84011,4.0,11490,201510
84011,4.0,11577,201610
84011,4.0,11579,201610
84011,3.7,11778,201610
84011,4.0,12052,201510
84011,4.0,12087,201510
84011,4.0,12365,201810
84011,4.0,10576,201610
84011,4.0,12597,201710
84011,4.0,12369,201510
84011,4.0,19929,201610
84011,4.0,16503,201810
84011,4.0,14882,201710
84011,4.0,20014,201710
84011,4.0,13870,201810
84011,4.0,13477,201610
84011,3.3,13470,201610
84011,3.0,12893,201510
84011,4.0,14581,201710
84390,3.7,20030,201710
84390,4.0,24223,201820
84390,3.3,20441,201820
84390,2.7,20900,201620
84390,4.0,21100,201510
84390,3.7,21743,201520
84390,3.3,22515,201620
84390,3.0,22673,201520
84390,3.3,23060,201620
84390,2.7,23840,201620
84390,2.7,25238,201620
84390,3.7,27189,201820
84390,3.0,26064,201520
84390,3.7,26078,201820
84390,4.0,27047,201820
84390,3.3,29520,201520
84390,4.0,30352,201520
84390,3.3,31284,201720
84390,4.0,31315,201720
84390,3.3,31316,201720
84390,3.7,31405,201720
84390,4.0,19816,201710
84390,2.3,25242,201520
84390,3.7,19810,201810
84390,3.7,26997,201620
84390,3.7,19680,201710
84390,4.0,3715,201600
84390,3.7,19691,201710
84390,3.3,11026,201610
84390,3.0,11134,201610
84390,2.0,11376,201510
84390,3.0,11816,201810
84390,3.0,12554,201510
84390,2.3,13934,201610
84390,3.0,15727,201510
84390,3.0,16188,201810
84390,3.7,16193,201810
84390,3.7,10138,201510
84390,3.3,16982,201610
84390,3.0,16220,201810
84390,2.3,19629,201710
84390,3.7,19624,201710
84390,4.0,19081,201810
84390,3.0,19075,201810
84390,3.0,19627,201710
84390,4.0,18754,201810
84390,4.0,17708,201510
84390,3.3,17309,201610
84390,3.7,18756,201810
85453,4.0,21363,201720
85453,4.0,20458,201510
85453,4.0,20571,201520
85453,4.0,20649,201620
85453,4.0,20650,201620
85453,4.0,20881,201610
85453,4.0,21073,201720
85453,4.0,21343,201520
85453,4.0,21743,201620
85453,4.0,25003,201820
85453,4.0,22338,201720
85453,4.0,22463,201820
85453,3.7,22484,201720
85453,4.0,24848,201820
85453,4.0,25097,201720
85453,4.0,25841,201520
85453,4.0,26449,201520
85453,4.0,30322,201520
85453,4.0,30667,201820
85453,3.7,22158,201520
85453,3.3,20253,201620
85453,3.7,18035,201510
85453,4.0,17120,201710
85453,4.0,20216,201620
85453,4.0,10206,201610
85453,3.7,10693,201510
85453,4.0,10732,201810
85453,4.0,10788,201610
85453,4.0,11756,201710
85453,4.0,11758,201710
85453,4.0,12154,201610
85453,3.7,12216,201510
85453,4.0,11755,201710
85453,3.7,12442,201610
85453,4.0,13329,201510
85453,4.0,13970,201610
85453,4.0,14654,201810
85453,3.7,15589,201810
85453,3.7,15779,201510
85453,4.0,15934,201710
85453,3.3,12432,201810
85453,4.0,16391,201810
85503,3.0,20859,201520
85503,4.0,20794,201720
85503,3.3,20667,201610
85503,4.0,20451,201510
85503,3.3,20571,201520
85503,3.7,20489,201720
85503,3.3,21014,201820
85503,3.7,20650,201620
85503,4.0,21021,201710
85503,3.7,30302,201520
85503,3.3,21073,201720
85503,3.0,21363,201720
85503,3.7,23560,201820
85503,3.7,23749,201720
85503,3.0,24064,201620
85503,4.0,26440,201520
85503,3.7,27821,201820
85503,2.7,30068,201520
85503,3.7,31088,201820
85503,2.7,21063,201520
85503,4.0,20216,201620
85503,3.3,20253,201620
85503,3.7,18035,201510
85503,4.0,10008,201810
85503,3.0,10496,201610
85503,3.7,10641,201510
85503,4.0,10731,201810
85503,3.3,10732,201810
85503,4.0,10788,201610
85503,3.3,10789,201610
85503,3.3,11674,201810
85503,3.3,11676,201810
85503,3.7,20188,201620
85503,3.7,11935,201510
85503,3.7,12142,201710
85503,4.0,12143,201710
85503,2.7,12154,201610
85503,3.3,12442,201610
85503,3.3,13329,201510
85503,4.0,13899,201810
85503,3.3,15871,201510
85503,3.7,16693,201710
85503,4.0,11767,201710
86440,4.0,24517,201820
86440,3.7,24230,201620
86440,4.0,23749,201720
86440,3.3,22881,201620
86440,4.0,20455,201510
86440,3.7,21741,201520
86440,3.7,21656,201520
86440,4.0,24821,201820
86440,4.0,20191,201620
86440,3.3,22519,201620
86440,4.0,24963,201720
86440,3.7,29030,201520
86440,3.7,25237,201620
86440,4.0,25434,201620
86440,4.0,27098,201820
86440,4.0,29544,201520
86440,4.0,29766,201620
86440,3.7,29814,201720
86440,3.3,29844,201720
86440,3.3,20164,201720
86440,4.0,30333,201520
86440,3.7,31558,201820
86440,3.7,25228,201720
86440,4.0,29863,201820
86440,4.0,19857,201810
86440,4.0,19810,201810
86440,3.3,4001,201600
86440,2.7,20058,201820
86440,3.3,11026,201610
86440,3.7,11926,201710
86440,3.3,12440,201810
86440,4.0,13077,201610
86440,3.3,13902,201510
86440,3.7,13934,201610
86440,3.7,14047,201710
86440,4.0,14084,201810
86440,4.0,14256,201810
86440,4.0,10840,201710
86440,4.0,15109,201710
86440,4.0,14541,201610
86440,4.0,19666,201710
86440,3.3,19655,201610
86440,3.7,18923,201810
86440,4.0,19771,201710
86440,4.0,17097,201510
86440,3.7,15997,201510
86440,4.0,15588,201610
86440,3.7,15145,201510
86440,4.0,17267,201510
86974,3.3,25721,201520
86974,3.7,20880,201520
86974,4.0,22335,201720
86974,3.7,23557,201520
86974,3.7,23749,201720
86974,3.7,24512,201820
86974,4.0,25318,201620
86974,3.3,25422,201620
86974,3.3,26997,201620
86974,3.3,29364,201720
86974,3.0,27528,201720
86974,2.7,27727,201720
86974,3.3,29155,201620
86974,3.7,29678,201520
86974,3.7,29840,201620
86974,4.0,30138,201820
86974,4.0,30349,201520
86974,4.0,20396,201510
86974,3.7,31614,201820
86974,4.0,20196,201710
86974,3.7,14776,201810
86974,3.7,19733,201710
86974,4.0,20118,201710
86974,3.3,3952,201700
86974,4.0,3957,201700
86974,2.3,10026,201510
86974,4.0,11819,201510
86974,3.7,11860,201610
86974,3.3,12156,201610
86974,2.7,14022,201810
86974,3.0,11317,201610
86974,3.7,15484,201810
86974,3.7,15621,201510
86974,3.7,16255,201510
86974,3.3,17055,201710
86974,3.3,19096,201810
86974,3.0,19446,201610
86974,2.7,19450,201510
86974,4.0,19704,201610
86974,3.7,14930,201710
87328,3.3,23299,201620
87328,4.0,22155,201720
87328,3.7,21974,201520
87328,4.0,21742,201520
87328,4.0,21645,201620
87328,4.0,21662,201720
87328,4.0,21660,201720
87328,3.7,23676,201520
87328,4.0,21663,201720
87328,4.0,25434,201620
87328,4.0,30944,201820
87328,4.0,27098,201820
87328,4.0,28207,201820
87328,4.0,28291,201720
87328,4.0,29239,201620
87328,4.0,29615,201620
87328,4.0,30352,201520
87328,4.0,30739,201820
87328,4.0,21323,201520
87328,4.0,31006,201820
87328,4.0,26461,201620
87328,4.0,20648,201710
87328,4.0,21096,201510
87328,4.0,10689,201610
87328,3.7,20622,201710
87328,3.7,11860,201610
87328,4.0,12306,201710
87328,4.0,13902,201510
87328,3.7,14078,201510
87328,4.0,14389,201810
87328,4.0,15198,201610
87328,3.3,15794,201710
87328,3.3,15914,201710
87328,4.0,16294,201810
87328,4.0,15154,201510
87328,4.0,19244,201810
87328,3.3,16310,201610
87328,4.0,20504,201520
87328,4.0,20291,201710
87328,4.0,20056,201510
87328,4.0,20585,201810
87328,4.0,19489,201510
87328,4.0,19351,201810
87328,4.0,19251,201810
87328,4.0,19567,201610
88185,4.0,22836,201820
88185,4.0,21496,201520
88185,4.0,21569,201820
88185,4.0,21599,201620
88185,4.0,21616,201620
88185,3.3,21671,201620
88185,4.0,21855,201620
88185,3.7,22665,201520
88185,4.0,23059,201520
88185,4.0,21427,201720
88185,3.7,24812,201620
88185,4.0,25661,201520
88185,3.7,26885,201720
88185,4.0,27398,201720
88185,4.0,29962,201820
88185,4.0,30074,201820
88185,3.7,30123,201720
88185,4.0,30327,201520
88185,4.0,31537,201820
88185,4.0,24421,201720
88185,4.0,20652,201610
88185,4.0,20479,201520
88185,4.0,20512,201610
88185,3.0,10584,201510
88185,4.0,10728,201510
88185,4.0,11148,201610
88185,3.7,11489,201510
88185,4.0,12224,201710
88185,3.7,12722,201810
88185,3.7,14343,201510
88185,4.0,14389,201610
88185,4.0,14778,201510
88185,4.0,12472,201810
88185,3.7,19396,201810
88185,4.0,14893,201610
88185,4.0,20207,201710
88185,4.0,20184,201710
88185,4.0,20109,201710
88185,4.0,20471,201510
88185,4.0,19739,201710
88185,4.0,19431,201810
88185,4.0,20107,201710
88882,4.0,23099,201720
88882,3.7,21825,201620
88882,4.0,22178,201520
88882,3.7,22198,201620
88882,3.7,22516,201620
88882,4.0,22674,201520
88882,3.7,22836,201820
88882,4.0,22901,201620
88882,4.0,23673,201720
88882,4.0,20951,201520
88882,4.0,26549,201620
88882,4.0,27279,201520
88882,3.7,27386,201820
88882,3.7,27891,201720
88882,4.0,27892,201720
88882,4.0,29829,201620
88882,3.7,29900,201820
88882,3.7,30155,201520
88882,4.0,21379,201820
88882,4.0,24940,201720
88882,4.0,30366,201520
88882,4.0,16181,201810
88882,4.0,20453,201610
88882,4.0,10793,201710
88882,4.0,10887,201810
88882,4.0,11028,201610
88882,4.0,11213,201710
88882,3.7,11691,201510
88882,4.0,21101,201510
88882,4.0,13077,201610
88882,4.0,13427,201710
88882,4.0,13511,201610
88882,4.0,12870,201710
88882,4.0,15005,201810
88882,4.0,14585,201710
88882,4.0,19487,201510
88882,4.0,16868,201810
88882,4.0,20314,201620
88882,4.0,15319,201610
88882,4.0,15154,201510
88882,4.0,15145,201510
88882,4.0,15621,201510
89607,1.7,26179,201820
89607,1.7,20859,201520
89607,3.0,21204,201620
89607,3.3,21552,201720
89607,4.0,22346,201720
89607,2.3,23677,201520
89607,0.0,23739,201720
89607,4.0,24026,201720
89607,3.0,26449,201520
89607,2.7,20560,201610
89607,3.7,27124,201720
89607,3.3,27507,201820
89607,2.0,28207,201820
89607,2.3,29031,201520
89607,1.0,29096,201620
89607,2.7,29419,201620
89607,4.0,30351,201520
89607,3.0,30328,201820
89607,2.7,27000,201620
89607,3.0,20517,201520
89607,3.7,3681,201800
89607,2.7,20011,201610
89607,3.0,3677,201800
89607,2.0,10207,201610
89607,3.0,11175,201510
89607,3.3,12174,201510
89607,3.3,12211,201510
89607,3.7,12851,201810
89607,2.7,13328,201510
89607,3.0,14271,201810
89607,4.0,20427,201510
89607,3.0,15686,201810
89607,2.7,15963,201710
89607,2.3,16437,201710
89607,2.0,16486,201810
89607,3.3,18031,201510
89607,3.0,19698,201710
89607,3.0,19700,201710
89607,0.0,19938,201710
89607,2.0,14280,201610
89652,4.0,23415,201820
89652,4.0,23263,201620
89652,4.0,23065,201520
89652,4.0,21901,201520
89652,4.0,21492,201710
89652,4.0,21500,201710
89652,4.0,21496,201520
89652,4.0,23460,201620
89652,3.7,21190,201820
89652,3.7,21897,201520
89652,4.0,23574,201820
89652,4.0,24250,201620
89652,4.0,23937,201720
89652,4.0,24054,201620
89652,3.7,24416,201720
89652,4.0,26064,201820
89652,4.0,28940,201520
89652,3.3,29561,201720
89652,4.0,21056,201520
89652,4.0,30249,201820
89652,4.0,30275,201720
89652,4.0,30323,201520
89652,4.0,23928,201720
89652,3.7,20906,201620
89652,4.0,29756,201720
89652,4.0,20374,201620
89652,4.0,20469,201510
89652,4.0,10117,201610
89652,4.0,10728,201510
89652,3.7,11578,201610
89652,3.3,11579,201610
89652,3.7,11900,201510
89652,3.7,11969,201510
89652,4.0,12773,201710
89652,4.0,12799,201810
89652,4.0,13123,201810
89652,3.3,13328,201510
89652,4.0,10676,201510
89652,4.0,13474,201610
89652,3.0,13471,201610
89652,3.7,20111,201620
89652,3.7,19432,201810
89652,4.0,19392,201810
89652,4.0,18731,201710
89652,3.7,19843,201510
89652,4.0,18697,201710
89652,4.0,16261,201810
89652,4.0,14893,201610
89652,3.7,13951,201610
89652,4.0,18716,201710
89710,2.3,27057,201620
89710,3.7,22494,201620
89710,3.0,23216,201520
89710,3.7,24098,201520
89710,1.0,25228,201720
89710,4.0,25670,201520
89710,3.7,25822,201520
89710,3.7,26013,201720
89710,3.7,29038,201520
89710,2.3,30275,201620
89710,3.3,29519,201720
89710,3.0,29765,201620
89710,2.0,30123,201820
89710,3.7,30312,201520
89710,3.3,30655,201720
89710,3.7,31010,201820
89710,3.7,31014,201820
89710,1.7,31300,201820
89710,0.0,21796,201820
89710,2.0,29296,201620
89710,3.0,21492,201720
89710,2.7,21351,201710
89710,3.7,21358,201710
89710,2.7,21412,201710
89710,4.0,11888,201710
89710,1.0,12212,201810
89710,3.7,12837,201710
89710,3.7,13902,201510
89710,3.0,14885,201610
89710,3.7,14941,201610
89710,3.3,15145,201510
89710,4.0,15154,201510
89710,2.0,14814,201810
89710,1.0,16594,201810
89710,3.3,15986,201510
89710,3.7,19897,201810
89710,3.3,19892,201810
89710,3.0,19649,201610
89710,4.0,20403,201510
89710,3.7,19538,201610
89710,3.7,17135,201610
89710,4.0,19558,201510
90692,4.0,27166,201720
90692,4.0,21840,201620
90692,3.7,22129,201520
90692,4.0,23353,201720
90692,4.0,23742,201820
90692,4.0,24510,201820
90692,4.0,24811,201720
90692,4.0,26524,201520
90692,3.7,27279,201520
90692,3.7,21563,201620
