egoid,hs_1,hssex_1,hsgrade_1,apcourses_1,apexams_1,degreeintent_1,major1rc_1,major2rc_1,hrswork_1,hsclub1rc_1,hsclub2rc_1,hsclub3rc_1,hsclub4rc_1,hsclub5rc_1,ndfirst_1,majorevent_1
61772,Public school,A mixture of boys and girls,A or A+,5 or more,3-4,Ph.D or Ed.D.,503.0,109.0,0-4,13200.0,13200.0,13200.0,45200.0,45100.0,No,no
47280,Public school,A mixture of boys and girls,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",400.0,300.0,11-15,45100.0,,,,,Yes,no
70566,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,J.D. (Law),116.0,128.0,None,16900.0,45100.0,43100.0,,,Yes,no
82964,Private religious/parochial school,Same sex- female,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",510.0,110.0,5-10,11300.0,21200.0,45200.0,43100.0,45100.0,Yes,no
11402,Public school,A mixture of boys and girls,A-,5 or more,5 or more,Ph.D or Ed.D.,305.0,,None,13200.0,13200.0,43400.0,42200.0,45100.0,Yes,yes
38610,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,Ph.D or Ed.D.,501.0,109.0,5-10,11300.0,43100.0,43600.0,45100.0,45100.0,Yes,yes
96610,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",503.0,,5-10,13200.0,13200.0,13200.0,43100.0,53200.0,Yes,no
77711,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",403.0,109.0,5-10,13200.0,45100.0,45100.0,43100.0,43500.0,Yes,no
48505,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,13200.0,43100.0,43500.0,63900.0,45100.0,No,
78667,Private religious/parochial school,Same sex- male,A or A+,3-4,3-4,"M.D., D.O., D.D.S., or D.V.M.",129.0,400.0,None,13200.0,11100.0,13200.0,43100.0,,Yes,yes
17020,Public school,A mixture of boys and girls,A-,0,1-2,"Master's Degree (M.A., M.S., MBA, etc.)",305.0,403.0,None,13200.0,13200.0,43400.0,44300.0,45100.0,No,no
48676,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,13200.0,13200.0,45200.0,43900.0,43100.0,Yes,
29885,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",,,None,11300.0,43600.0,43400.0,45100.0,45100.0,Yes,no
32976,Public school,A mixture of boys and girls,A or A+,Not offered at my high school,Not offered at my high school,,,,,17100.0,43100.0,11300.0,45100.0,13200.0,Yes,
79167,Private religious/parochial school,A mixture of boys and girls,A or A+,3-4,3-4,"M.D., D.O., D.D.S., or D.V.M.",503.0,400.0,0-4,13200.0,44300.0,45200.0,43500.0,45200.0,Yes,yes
65061,Private religious/parochial school,A mixture of boys and girls,A or A+,3-4,1-2,"Bachelor's degree (B.A., B.S., etc.)",507.0,,None,43100.0,13200.0,45100.0,45100.0,43200.0,No,no
43710,Public school,A mixture of boys and girls,A or A+,3-4,1-2,,,,,45100.0,43100.0,11300.0,11300.0,25300.0,Yes,
61389,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,3-4,,,,,13200.0,13200.0,43100.0,45100.0,43900.0,Yes,
22455,Public charter school,A mixture of boys and girls,A-,5 or more,5 or more,Ph.D or Ed.D.,305.0,128.0,None,45100.0,45100.0,45100.0,45100.0,43400.0,Yes,no
82819,Public school,A mixture of boys and girls,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",404.0,139.0,11-15,43500.0,11100.0,62900.0,17200.0,43100.0,Yes,no
67771,Private religious/parochial school,Same sex- male,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",302.0,,None,13200.0,13200.0,45100.0,,,No,no
57443,Private religious/parochial school,A mixture of boys and girls,A or A+,Not offered at my high school,Not offered at my high school,"M.D., D.O., D.D.S., or D.V.M.",507.0,503.0,None,53200.0,13200.0,45100.0,22100.0,,Yes,no
96469,Private religious/parochial school,A mixture of boys and girls,A or A+,Not offered at my high school,1-2,,,,,17100.0,13200.0,13200.0,21200.0,,No,
94579,Public school,A mixture of boys and girls,A or A+,5 or more,3-4,"M.D., D.O., D.D.S., or D.V.M.",502.0,507.0,5-10,43100.0,42200.0,11300.0,12200.0,13200.0,No,no
29257,Private religious/parochial school,Same sex- male,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",508.0,404.0,None,13200.0,43100.0,45200.0,41900.0,53200.0,Yes,yes
23518,Public school,A mixture of boys and girls,A-,5 or more,3-4,"Bachelor's degree (B.A., B.S., etc.)",,,0-4,21100.0,43100.0,53200.0,21200.0,21200.0,No,no
80484,Private religious/parochial school,Same sex- male,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",401.0,134.0,None,13200.0,13200.0,41200.0,21100.0,43400.0,Yes,yes
49539,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,0,"M.D., D.O., D.D.S., or D.V.M.",510.0,,,13200.0,13200.0,42200.0,,,Yes,no
63904,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",504.0,,None,43500.0,45100.0,11300.0,45100.0,43100.0,No,no
82490,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,501.0,None,43400.0,43900.0,45100.0,41200.0,45100.0,Yes,yes
20335,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",305.0,508.0,21 or more,11300.0,43500.0,45100.0,45100.0,21100.0,Yes,no
35031,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",406.0,,0-4,11300.0,11300.0,21300.0,45100.0,45100.0,Yes,no
88185,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",110.0,103.0,5-10,21200.0,41100.0,43400.0,43100.0,,Yes,no
35344,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",300.0,302.0,11-15,11300.0,11300.0,42200.0,43900.0,43100.0,Yes,no
31175,Private independent college-prep school,A mixture of boys and girls,A-,1-2,1-2,"Bachelor's degree (B.A., B.S., etc.)",134.0,109.0,5-10,13200.0,13200.0,13200.0,53200.0,,Yes,yes
41167,Public school,A mixture of boys and girls,A-,5 or more,5 or more,J.D. (Law),109.0,506.0,None,45100.0,45100.0,45200.0,45100.0,45100.0,Yes,no
98325,Public school,A mixture of boys and girls,A or A+,5 or more,3-4,Ph.D or Ed.D.,300.0,,0-4,16100.0,13200.0,45200.0,45200.0,45100.0,Yes,no
36963,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,J.D. (Law),302.0,306.0,None,21100.0,45100.0,43100.0,21100.0,,Yes,no
50666,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,13200.0,21100.0,41200.0,21200.0,45100.0,Yes,
98624,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,3-4,"M.D., D.O., D.D.S., or D.V.M.",110.0,510.0,None,45100.0,21100.0,43100.0,25200.0,45200.0,No,no
42617,Private religious/parochial school,Same sex- female,A or A+,3-4,3-4,,,,,13200.0,45100.0,43400.0,44200.0,13200.0,No,
58793,Private religious/parochial school,A mixture of boys and girls,A or A+,1-2,1-2,J.D. (Law),139.0,128.0,None,11300.0,17100.0,43700.0,12900.0,53200.0,No,no
25125,Private religious/parochial school,Same sex- female,A-,5 or more,3-4,,,,,13200.0,16100.0,45100.0,42200.0,53200.0,Yes,
25548,Private religious/parochial school,Same sex- male,A or A+,3-4,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",300.0,506.0,5-10,13200.0,13200.0,13200.0,45100.0,42200.0,Yes,no
25966,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",503.0,510.0,None,11300.0,43100.0,45100.0,43100.0,,Yes,no
95444,Private religious/parochial school,A mixture of boys and girls,A-,5 or more,5 or more,,,,,17100.0,13200.0,53200.0,43400.0,43600.0,Yes,
96689,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",109.0,137.0,0-4,43100.0,45100.0,45100.0,41100.0,21100.0,Yes,no
22587,Public school,A mixture of boys and girls,A or A+,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",200.0,400.0,None,21100.0,45200.0,45100.0,45100.0,,No,no
43581,Public school,A mixture of boys and girls,A-,5 or more,5 or more,,,,,44900.0,13200.0,13200.0,13200.0,,Yes,
75578,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,Ph.D or Ed.D.,301.0,310.0,0-4,17100.0,45100.0,45100.0,45100.0,45100.0,Yes,no
43507,Public charter school,A mixture of boys and girls,A or A+,5 or more,5 or more,Ph.D or Ed.D.,507.0,,None,45100.0,44200.0,,,,Yes,no
91551,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",503.0,,None,21100.0,43500.0,43500.0,13200.0,45100.0,Yes,no
30676,Private religious/parochial school,Same sex- male,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,109.0,None,43900.0,49999.0,42200.0,45100.0,,No,yes
19030,Private religious/parochial school,A mixture of boys and girls,A or A+,3-4,3-4,J.D. (Law),403.0,309.0,None,41200.0,11100.0,43100.0,45100.0,43500.0,Yes,no
33657,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",134.0,503.0,0-4,11300.0,11300.0,41100.0,63900.0,43900.0,Yes,no
76521,Private independent college-prep school,Same sex- male,A or A+,5 or more,5 or more,J.D. (Law),128.0,,5-10,11300.0,11300.0,43100.0,45100.0,41200.0,Yes,no
52848,Private independent college-prep school,Same sex- male,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",109.0,128.0,0-4,11300.0,21200.0,21100.0,43500.0,21100.0,No,no
40231,Private religious/parochial school,Same sex- male,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",400.0,506.0,0-4,13200.0,45100.0,43100.0,,,Yes,no
65656,Private religious/parochial school,Same sex- male,A or A+,5 or more,5 or more,Ph.D or Ed.D.,301.0,400.0,0-4,62900.0,25200.0,25200.0,17100.0,45100.0,Yes,no
30610,Private independent college-prep school,A mixture of boys and girls,A-,Not offered at my high school,Not offered at my high school,,,,,11300.0,15200.0,45200.0,43400.0,,Yes,
36117,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,Ph.D or Ed.D.,508.0,,None,45100.0,21100.0,45100.0,21100.0,62900.0,No,yes
82587,Public school,A mixture of boys and girls,A or A+,3-4,3-4,,,,,42300.0,43500.0,43400.0,42300.0,22200.0,Yes,
14690,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,21200.0,12200.0,11200.0,25100.0,43500.0,Yes,
40569,Public school,A mixture of boys and girls,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",506.0,401.0,5-10,11300.0,43500.0,45200.0,43100.0,43100.0,Yes,no
97021,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,43800.0,45200.0,45100.0,13200.0,62100.0,Yes,
26320,Private religious/parochial school,A mixture of boys and girls,A or A+,1-2,1-2,"Bachelor's degree (B.A., B.S., etc.)",406.0,,None,13200.0,15100.0,13200.0,44200.0,13200.0,Yes,no
77532,Private religious/parochial school,A mixture of boys and girls,A-,3-4,3-4,,,,,21200.0,13200.0,43100.0,21100.0,21100.0,Yes,
92515,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,Ph.D or Ed.D.,506.0,109.0,16-20,49999.0,43500.0,11300.0,45100.0,42200.0,Yes,no
97844,Private independent college-prep school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,13200.0,13200.0,45200.0,43400.0,43100.0,Yes,
81647,Public school,A mixture of boys and girls,A or A+,Not offered at my high school,Not offered at my high school,,,,,11300.0,11300.0,11200.0,43100.0,45100.0,No,
33127,Public school,A mixture of boys and girls,A or A+,3-4,5 or more,Ph.D or Ed.D.,309.0,301.0,None,13200.0,13200.0,44900.0,46100.0,43600.0,Yes,no
45958,Private religious/parochial school,A mixture of boys and girls,A-,5 or more,5 or more,J.D. (Law),117.0,110.0,5-10,13200.0,13200.0,43400.0,49999.0,43400.0,Yes,yes
49790,Private religious/parochial school,A mixture of boys and girls,A or A+,1-2,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",200.0,,None,25200.0,43800.0,45100.0,11300.0,22100.0,Yes,no
74251,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",400.0,,0-4,53300.0,11200.0,11100.0,21100.0,21100.0,Yes,no
28326,Private religious/parochial school,Same sex- male,A-,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",305.0,125.0,None,43400.0,11300.0,21900.0,43800.0,45200.0,Yes,yes
20507,Private religious/parochial school,Same sex- male,A or A+,5 or more,5 or more,Ph.D or Ed.D.,302.0,310.0,0-4,45100.0,45100.0,12900.0,13200.0,,No,no
71592,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",506.0,,None,13200.0,45100.0,,,,No,no
15181,Private religious/parochial school,Same sex- male,A-,5 or more,5 or more,,,,,21100.0,21100.0,11300.0,42900.0,43500.0,No,
70209,Public magnet school,A mixture of boys and girls,B+,5 or more,5 or more,J.D. (Law),109.0,128.0,5-10,23900.0,41100.0,45100.0,,,Yes,yes
78657,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",200.0,303.0,None,13200.0,43400.0,62100.0,43500.0,41200.0,Yes,yes
21887,Private religious/parochial school,Same sex- male,A or A+,5 or more,5 or more,J.D. (Law),128.0,116.0,0-4,13200.0,13200.0,25200.0,45100.0,22200.0,Yes,no
48154,Public school,A mixture of boys and girls,A or A+,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",503.0,131.0,16-20,11300.0,11300.0,43400.0,42200.0,43600.0,Yes,yes
92953,Private religious/parochial school,Same sex- male,A-,5 or more,5 or more,,,,,21100.0,53200.0,13100.0,,,Yes,
90192,Public magnet school,A mixture of boys and girls,A-,1-2,3-4,Ph.D or Ed.D.,305.0,128.0,None,43100.0,45200.0,45100.0,13200.0,45100.0,No,no
51495,Private religious/parochial school,A mixture of boys and girls,A or A+,Not offered at my high school,Not offered at my high school,,,,,13200.0,43100.0,53200.0,13200.0,13200.0,Yes,
34344,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,Ph.D or Ed.D.,503.0,,5-10,45100.0,45200.0,45100.0,49999.0,43900.0,No,no
21793,Private independent college-prep school,Same sex- male,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",309.0,,None,11300.0,42200.0,45100.0,13200.0,45100.0,Yes,yes
37218,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",300.0,,11-15,21100.0,21100.0,45100.0,45100.0,43600.0,No,yes
17932,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",125.0,,None,13200.0,45200.0,43100.0,,,Yes,no
95026,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,16900.0,13200.0,45100.0,45100.0,43900.0,No,
66800,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,Ph.D or Ed.D.,507.0,109.0,None,11300.0,11300.0,11300.0,43800.0,43400.0,Yes,no
73693,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",109.0,128.0,None,43100.0,12200.0,41100.0,13200.0,,Yes,no
80429,Private religious/parochial school,Same sex- male,A or A+,5 or more,5 or more,,,,,43900.0,13200.0,13200.0,41100.0,43900.0,Yes,
75149,Private religious/parochial school,Same sex- female,A or A+,5 or more,5 or more,J.D. (Law),109.0,403.0,0-4,43100.0,42100.0,13200.0,13200.0,43500.0,No,no
61659,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,17100.0,59200.0,45100.0,45100.0,45100.0,No,
81420,Private religious/parochial school,Same sex- male,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",400.0,109.0,5-10,43100.0,53200.0,45100.0,16100.0,13200.0,Yes,no
33740,Private independent college-prep school,Same sex- female,A or A+,3-4,3-4,"M.D., D.O., D.D.S., or D.V.M.",507.0,510.0,0-4,43100.0,45100.0,,,,Yes,no
37979,Private independent college-prep school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,45100.0,45200.0,43500.0,45100.0,11300.0,No,
87192,Public school,A mixture of boys and girls,A-,5 or more,5 or more,,,,,13200.0,13200.0,13200.0,46300.0,43100.0,No,
67709,Public magnet school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",200.0,136.0,None,44900.0,45100.0,42200.0,13200.0,13200.0,No,no
36552,Public school,A mixture of boys and girls,A or A+,3-4,3-4,Ph.D or Ed.D.,301.0,504.0,0-4,45100.0,45100.0,63100.0,11200.0,41100.0,Yes,no
14301,Private religious/parochial school,Same sex- female,A or A+,3-4,3-4,,,,,13200.0,45100.0,41200.0,45100.0,45100.0,Yes,
36384,Private religious/parochial school,Same sex- male,A or A+,5 or more,5 or more,,,,,13200.0,13200.0,44200.0,45100.0,49999.0,Yes,
63138,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",502.0,129.0,5-10,43100.0,13200.0,13200.0,41100.0,43100.0,Yes,no
51298,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,45100.0,45100.0,12200.0,45200.0,,No,
74632,Public magnet school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,43500.0,41100.0,45100.0,45100.0,42200.0,No,
16654,Public school,A mixture of boys and girls,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",128.0,109.0,None,43100.0,11300.0,42200.0,44100.0,45100.0,Yes,yes
54394,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,Ph.D or Ed.D.,300.0,508.0,None,13200.0,13200.0,16900.0,13200.0,,No,yes
84768,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",507.0,,None,13200.0,13200.0,45100.0,63900.0,44300.0,Yes,no
29134,Private religious/parochial school,A mixture of boys and girls,A-,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",,,0-4,43100.0,21300.0,21300.0,41100.0,,Yes,no
24029,Public school,A mixture of boys and girls,A or A+,1-2,1-2,Ph.D or Ed.D.,508.0,506.0,0-4,45100.0,43100.0,46100.0,45100.0,,No,no
35361,Public school,A mixture of boys and girls,A or A+,3-4,3-4,"Bachelor's degree (B.A., B.S., etc.)",309.0,,None,45100.0,13200.0,13200.0,21100.0,,No,no
87056,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,21300.0,43100.0,42200.0,21100.0,21300.0,No,
49086,Private independent college-prep school,A mixture of boys and girls,A or A+,3-4,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",,,0-4,11300.0,11300.0,43400.0,25200.0,17300.0,Yes,no
67917,Private religious/parochial school,A mixture of boys and girls,A-,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",,,None,21100.0,11300.0,11300.0,,,Yes,no
85503,Private religious/parochial school,Same sex- male,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",301.0,,21 or more,45100.0,11300.0,43100.0,41200.0,45100.0,Yes,yes
60008,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",309.0,,None,13200.0,13200.0,,,,Yes,yes
66542,Public school,A mixture of boys and girls,A-,5 or more,5 or more,,,,,13200.0,13200.0,13200.0,45100.0,43100.0,Yes,
55881,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",503.0,109.0,None,13200.0,13200.0,53200.0,44900.0,,Yes,no
86265,Public school,A mixture of boys and girls,A or A+,Not offered at my high school,Not offered at my high school,,,,,13200.0,49999.0,39200.0,,,Yes,
10732,Private independent college-prep school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,45100.0,53200.0,17100.0,,,Yes,
22119,Private independent college-prep school,A mixture of boys and girls,A or A+,Not offered at my high school,1-2,,,,,11300.0,46300.0,12200.0,45100.0,46200.0,Yes,
50797,Private religious/parochial school,A mixture of boys and girls,A or A+,3-4,3-4,,,,,44900.0,45100.0,11300.0,11300.0,45100.0,Yes,
39564,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,25100.0,41900.0,13200.0,13200.0,13200.0,Yes,
39285,Public school,A mixture of boys and girls,A-,5 or more,5 or more,,,,,11300.0,11300.0,45200.0,46300.0,,Yes,
22460,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",301.0,,11-15,13200.0,13200.0,13200.0,43100.0,49999.0,No,yes
25172,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,43100.0,11200.0,11300.0,43500.0,46300.0,No,
77134,Private religious/parochial school,A mixture of boys and girls,A or A+,3-4,3-4,Ph.D or Ed.D.,507.0,,11-15,29200.0,45100.0,53200.0,21100.0,,Yes,no
22143,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,Ph.D or Ed.D.,117.0,404.0,5-10,21200.0,21200.0,21100.0,13200.0,45100.0,No,no
93766,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",305.0,501.0,None,11300.0,45100.0,,,,Yes,no
45097,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",503.0,135.0,5-10,41200.0,21200.0,46900.0,45100.0,43900.0,Yes,yes
26289,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",304.0,305.0,None,11300.0,11200.0,21100.0,43100.0,45100.0,Yes,yes
95490,Private religious/parochial school,Same sex- female,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",309.0,,None,43100.0,13200.0,45100.0,43500.0,13200.0,Yes,no
66979,Private religious/parochial school,A mixture of boys and girls,A or A+,1-2,1-2,"Bachelor's degree (B.A., B.S., etc.)",506.0,309.0,21 or more,13200.0,17100.0,13200.0,13200.0,21200.0,No,no
23253,Public school,A mixture of boys and girls,A or A+,3-4,1-2,,,,,21100.0,45100.0,45100.0,45100.0,45100.0,No,
12900,Public school,A mixture of boys and girls,A or A+,3-4,3-4,,,,,11300.0,11300.0,11300.0,43100.0,53200.0,Yes,
90079,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",309.0,,0-4,21100.0,41100.0,11300.0,21100.0,21100.0,Yes,yes
47584,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,13200.0,45100.0,43500.0,44900.0,44100.0,Yes,
97990,Public school,A mixture of boys and girls,A or A+,Not offered at my high school,Not offered at my high school,"M.D., D.O., D.D.S., or D.V.M.",,,None,11200.0,43600.0,15200.0,,,No,no
39248,Public school,A mixture of boys and girls,A or A+,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",111.0,,0-4,13200.0,43100.0,,,,No,yes
29354,Private religious/parochial school,A mixture of boys and girls,A or A+,3-4,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",300.0,,0-4,43600.0,44200.0,21200.0,45100.0,45100.0,Yes,no
25743,Private religious/parochial school,Same sex- male,A or A+,Not offered at my high school,Not offered at my high school,"Master's Degree (M.A., M.S., MBA, etc.)",300.0,139.0,None,13200.0,21100.0,45100.0,43500.0,,No,
91429,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",503.0,510.0,None,21200.0,21300.0,45100.0,25900.0,46300.0,No,yes
82269,Private religious/parochial school,Same sex- female,A-,3-4,5 or more,"M.D., D.O., D.D.S., or D.V.M.",510.0,500.0,None,11300.0,25200.0,43100.0,12200.0,,No,no
22842,Public magnet school,A mixture of boys and girls,B+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",306.0,305.0,None,43100.0,12200.0,43600.0,,,No,no
31311,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,Ph.D or Ed.D.,506.0,126.0,None,13200.0,13200.0,16900.0,45100.0,43500.0,No,yes
32423,Public school,A mixture of boys and girls,A-,5 or more,5 or more,Ph.D or Ed.D.,508.0,,0-4,11100.0,43100.0,13200.0,43400.0,21100.0,No,yes
33084,Private religious/parochial school,Same sex- female,A or A+,5 or more,5 or more,Ph.D or Ed.D.,,,None,45200.0,21100.0,21100.0,45100.0,43100.0,No,no
14279,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",,,0-4,11300.0,11300.0,13200.0,45100.0,42200.0,Yes,no
91932,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",309.0,510.0,None,13200.0,13200.0,13200.0,45100.0,45100.0,No,yes
32404,Private religious/parochial school,A mixture of boys and girls,A-,3-4,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,401.0,None,11300.0,11300.0,11200.0,45100.0,43100.0,Yes,no
73577,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,J.D. (Law),403.0,401.0,11-15,45200.0,43800.0,45100.0,45100.0,21300.0,Yes,yes
70561,Private independent college-prep school,A mixture of boys and girls,b,1-2,1-2,,,,,17100.0,11300.0,46100.0,21100.0,,Yes,
43177,Public school,A mixture of boys and girls,A-,5 or more,5 or more,,,,,45200.0,45200.0,43500.0,13200.0,42200.0,No,
36501,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",,,None,13200.0,13200.0,16100.0,43100.0,43500.0,No,no
26857,Private religious/parochial school,Same sex- male,A or A+,5 or more,5 or more,,,,,13200.0,13200.0,43100.0,42200.0,43400.0,No,
28327,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,J.D. (Law),128.0,,0-4,13200.0,13200.0,45100.0,44300.0,,Yes,no
42674,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,3-4,J.D. (Law),128.0,117.0,0-4,21100.0,43100.0,41200.0,43800.0,13200.0,Yes,no
79897,Public magnet school,A mixture of boys and girls,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",510.0,134.0,None,17100.0,43800.0,43800.0,45100.0,21100.0,No,no
64978,Public school,A mixture of boys and girls,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",,,0-4,11300.0,43100.0,45100.0,43500.0,,No,yes
70434,Private religious/parochial school,Same sex- female,A or A+,3-4,3-4,,,,,11300.0,12200.0,43100.0,16100.0,41200.0,Yes,
